,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__min_samples_leaf,param_clf__min_samples_split,param_clf__n_estimators,param_poly_feats__grade,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,split5_test_precision_weighted,split6_test_precision_weighted,split7_test_precision_weighted,split8_test_precision_weighted,split9_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_train_precision_weighted,split1_train_precision_weighted,split2_train_precision_weighted,split3_train_precision_weighted,split4_train_precision_weighted,split5_train_precision_weighted,split6_train_precision_weighted,split7_train_precision_weighted,split8_train_precision_weighted,split9_train_precision_weighted,mean_train_precision_weighted,std_train_precision_weighted,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,split5_test_recall_weighted,split6_test_recall_weighted,split7_test_recall_weighted,split8_test_recall_weighted,split9_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_train_recall_weighted,split1_train_recall_weighted,split2_train_recall_weighted,split3_train_recall_weighted,split4_train_recall_weighted,split5_train_recall_weighted,split6_train_recall_weighted,split7_train_recall_weighted,split8_train_recall_weighted,split9_train_recall_weighted,mean_train_recall_weighted,std_train_recall_weighted,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,split5_test_f1_weighted,split6_test_f1_weighted,split7_test_f1_weighted,split8_test_f1_weighted,split9_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,split3_train_f1_weighted,split4_train_f1_weighted,split5_train_f1_weighted,split6_train_f1_weighted,split7_train_f1_weighted,split8_train_f1_weighted,split9_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
0,0.1396106481552124,0.003956302511198034,0.03720924854278564,0.005962900369193865,2,2,5,1,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 5, 'poly_feats__grade': 1}",0.9875,0.9875,0.9375,0.95,0.975,0.9625,0.975,0.9875,0.9375,1.0,0.97,0.02106537443294091,12,0.9875,0.9875,0.9763888888888889,0.975,0.9847222222222223,0.9875,0.9916666666666667,0.9847222222222223,0.9888888888888889,0.9791666666666666,0.9843055555555555,0.0053087541260045815,0.9881944444444445,0.9880952380952381,0.9417207792207792,0.9506271065595022,0.9771739130434781,0.9678571428571429,0.9757352941176471,0.9881249999999999,0.9397556390977442,1.0,0.9717284557435977,0.020089327119190096,12,0.9876920222093432,0.9874900091213493,0.9763751773417765,0.9750070574354077,0.9849311305793236,0.9875808995017195,0.9917069145938983,0.9848500985335884,0.989005543294759,0.9795750377410791,0.9844213890352244,0.005305574814767228,0.9875,0.9875,0.9375,0.95,0.975,0.9625,0.975,0.9875,0.9375,1.0,0.97,0.02106537443294091,12,0.9875,0.9875,0.9763888888888889,0.975,0.9847222222222223,0.9875,0.9916666666666667,0.9847222222222223,0.9888888888888889,0.9791666666666666,0.9843055555555555,0.0053087541260045815,0.9875455927051672,0.9874209575429088,0.937992517463395,0.9496823956442831,0.9748328877005348,0.963282967032967,0.9749877810361681,0.9874708624708625,0.9378033691115087,1.0,0.9701019330707797,0.020937347104591043,12,0.9874977578071602,0.9874742873563511,0.9763781907330822,0.9749930759735914,0.9847301653805475,0.9874925131207793,0.9916717035872947,0.984759013049391,0.9888650182180734,0.9792633687274778,0.9843125093953748,0.005299160520356882
1,0.14092588424682617,0.0062794727149014995,0.038712048530578615,0.009618044712438194,2,2,5,2,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 5, 'poly_feats__grade': 2}",1.0,0.9875,0.95,0.975,1.0,0.9875,0.975,1.0,0.975,1.0,0.985,0.015612494995996012,1,0.9875,0.9944444444444445,0.9916666666666667,0.9930555555555556,0.9916666666666667,0.9916666666666667,0.9888888888888889,0.9902777777777778,0.9944444444444445,0.9875,0.9911111111111112,0.0024216105241892548,1.0,0.9880952380952381,0.9568965517241379,0.975,1.0,0.9881578947368421,0.9757352941176471,1.0,0.9773809523809524,1.0,0.9861265931054817,0.01393035945151407,1,0.9874891017875534,0.9944814177344299,0.9916567295338035,0.9930491435907576,0.9916753533146792,0.991673938336242,0.9888888888888889,0.9905055131712456,0.9944444444444445,0.9874884455506765,0.9911352976352722,0.002422823122808898,1.0,0.9875,0.95,0.975,1.0,0.9875,0.975,1.0,0.975,1.0,0.985,0.015612494995996012,1,0.9875,0.9944444444444445,0.9916666666666667,0.9930555555555556,0.9916666666666667,0.9916666666666667,0.9888888888888889,0.9902777777777778,0.9944444444444445,0.9875,0.9911111111111112,0.0024216105241892548,1.0,0.9874209575429088,0.9495791245791245,0.975,1.0,0.987550994390617,0.9749877810361681,1.0,0.9749671052631579,1.0,0.9849505962811976,0.015709507062580483,1,0.987473607600524,0.9944481146376881,0.9916574171625689,0.9930488469858548,0.9916602645311566,0.9916663785821099,0.9888888888888889,0.9903117535623095,0.9944444444444445,0.9874732178999979,0.9911072934295545,0.0024280169452983755
2,0.14105279445648194,0.006223368553923721,0.04223315715789795,0.006997571507372097,2,2,5,3,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 5, 'poly_feats__grade': 3}",1.0,0.975,0.9625,0.9875,1.0,0.9875,0.95,1.0,0.9625,0.9875,0.98125,0.017001838135919312,6,0.9930555555555556,0.9930555555555556,0.9902777777777778,0.9972222222222222,0.9916666666666667,0.9944444444444445,0.9916666666666667,0.9930555555555556,0.9902777777777778,0.9888888888888889,0.992361111111111,0.0022609473050138403,1.0,0.9755208333333334,0.9665178571428571,0.9879310344827588,1.0,0.9881578947368421,0.9532352941176472,1.0,0.9630921052631578,0.98828125,0.9822736269076597,0.01596995728974702,6,0.9930678565038468,0.9930945007101772,0.9903153869720964,0.9972558922558922,0.9916563697135181,0.9944563808887296,0.9916720749070395,0.9930745760337361,0.9902563457183774,0.9889680738678455,0.9923817457571259,0.002258103612186984,1.0,0.975,0.9625,0.9875,1.0,0.9875,0.95,1.0,0.9625,0.9875,0.98125,0.017001838135919312,6,0.9930555555555556,0.9930555555555556,0.9902777777777778,0.9972222222222222,0.9916666666666667,0.9944444444444445,0.9916666666666667,0.9930555555555556,0.9902777777777778,0.9888888888888889,0.992361111111111,0.0022609473050138403,1.0,0.9749014972419227,0.962311320754717,0.9873941318814277,1.0,0.987550994390617,0.9491118077324974,1.0,0.9625,0.9875740618828177,0.9811343813883998,0.017191286833739876,6,0.9930579386690207,0.9930498248380548,0.9902709901062262,0.997223849239724,0.9916510934553188,0.9944394160411747,0.9916586670034946,0.9930572842591067,0.9902593178715997,0.9888811253614056,0.9923549506845125,0.002265032903228965
3,0.14217867851257324,0.006427583405545967,0.04410555362701416,0.005382340750477525,2,2,10,1,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 10, 'poly_feats__grade': 1}",1.0,0.9875,0.9375,0.9625,1.0,0.9625,0.9625,1.0,0.95,1.0,0.97625,0.02267294643402132,9,0.9847222222222223,0.9930555555555556,0.9902777777777778,0.9861111111111112,0.9916666666666667,0.9916666666666667,0.9888888888888889,0.9875,0.9861111111111112,0.9902777777777778,0.9890277777777777,0.0026679684322636773,1.0,0.9880952380952381,0.9435515873015874,0.9640625,1.0,0.9633350202429151,0.9627723311546841,1.0,0.9512499999999999,1.0,0.9773066676794424,0.02139289556969959,9,0.9847514875979002,0.9930676432572167,0.9902657695180099,0.9860750917810063,0.9916753533146792,0.9916600982603966,0.9888890665448536,0.9875781593496238,0.9861332041912331,0.9902659687489784,0.9890361842563898,0.0026613627546681457,1.0,0.9875,0.9375,0.9625,1.0,0.9625,0.9625,1.0,0.95,1.0,0.97625,0.02267294643402132,9,0.9847222222222223,0.9930555555555556,0.9902777777777778,0.9861111111111112,0.9916666666666667,0.9916666666666667,0.9888888888888889,0.9875,0.9861111111111112,0.9902777777777778,0.9890277777777777,0.0026679684322636773,1.0,0.9874209575429088,0.9371747120803724,0.9629359197907584,1.0,0.9626529831718511,0.9623484848484848,1.0,0.9503354203935601,1.0,0.9762868477827936,0.0226602427148645,9,0.9847116862849756,0.9930579008593192,0.990268068198964,0.9860807639304459,0.9916602645311566,0.9916510074646537,0.9888783209128037,0.98750176447088,0.9860769281929896,0.9902681183063441,0.9890154823152534,0.0026739590376605514
4,0.14128751754760743,0.005962544135447501,0.04439630508422852,0.008428066992268701,2,2,10,2,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 10, 'poly_feats__grade': 2}",1.0,0.975,0.95,0.9875,1.0,0.9875,0.975,1.0,0.9625,1.0,0.98375,0.016817030058842147,2,0.9888888888888889,0.9930555555555556,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.9902777777777778,0.9916666666666667,0.9902777777777778,0.9916666666666667,0.9916666666666667,0.9904166666666667,0.0014500425706820157,1.0,0.9755208333333334,0.9568965517241379,0.98828125,1.0,0.9881578947368421,0.9757352941176471,1.0,0.9630921052631578,1.0,0.984768392917512,0.015380674611019017,4,0.9888888888888889,0.9930676432572167,0.9888636905561302,0.9888704403938552,0.9888932632475401,0.9902779515505798,0.9916720749070395,0.9903160035048979,0.9916575546293438,0.9916666666666667,0.990417417760216,0.0014557751332543744,1.0,0.975,0.95,0.9875,1.0,0.9875,0.975,1.0,0.9625,1.0,0.98375,0.016817030058842147,2,0.9888888888888889,0.9930555555555556,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.9902777777777778,0.9916666666666667,0.9902777777777778,0.9916666666666667,0.9916666666666667,0.9904166666666667,0.0014500425706820157,1.0,0.9749014972419227,0.9495791245791245,0.9875879765395895,1.0,0.987550994390617,0.9749877810361681,1.0,0.9625,1.0,0.9837107373787422,0.01691063545819757,2,0.9888888888888889,0.9930579008593192,0.9888657940094803,0.9888757543127622,0.9888803753193426,0.9902654978674652,0.9916586670034946,0.9902718031911166,0.9916578369675785,0.9916666666666667,0.9904089185086115,0.0014539201019729154
5,0.14404866695404053,0.00853852662318672,0.046514463424682614,0.006981471071567596,2,2,10,3,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 2, 'clf__n_estimators': 10, 'poly_feats__grade': 3}",1.0,0.975,0.95,0.9875,1.0,0.9875,0.975,1.0,0.9625,1.0,0.98375,0.016817030058842147,2,0.9930555555555556,0.9888888888888889,0.9902777777777778,0.9944444444444445,0.9902777777777778,0.9930555555555556,0.9944444444444445,0.9916666666666667,0.9972222222222222,0.9916666666666667,0.9925,0.0023405971592156466,1.0,0.9755208333333334,0.9568965517241379,0.9879310344827588,1.0,0.9881578947368421,0.9757352941176471,1.0,0.9676136363636363,1.0,0.9851855244758356,0.014785120527975513,2,0.9930678565038468,0.9888720070722564,0.9902792618987506,0.9944464335735705,0.9902805631126057,0.993094735622603,0.9944431664238427,0.9916927083333332,0.9972222222222222,0.9916920731707317,0.9925091027933763,0.0023422980398776954,1.0,0.975,0.95,0.9875,1.0,0.9875,0.975,1.0,0.9625,1.0,0.98375,0.016817030058842147,2,0.9930555555555556,0.9888888888888889,0.9902777777777778,0.9944444444444445,0.9902777777777778,0.9930555555555556,0.9944444444444445,0.9916666666666667,0.9972222222222222,0.9916666666666667,0.9925,0.0023405971592156466,1.0,0.9749014972419227,0.9495791245791245,0.9873941318814277,1.0,0.987550994390617,0.9749877810361681,1.0,0.9623516809492418,1.0,0.9836765210078501,0.016924929930019605,4,0.9930579386690207,0.9888762000475068,0.9902574060169239,0.994434707182218,0.9902584755839658,0.9930493130775544,0.9944398365237481,0.9916754013930271,0.9972222222222222,0.9916751613999321,0.9924946662116119,0.0023444424372011767
6,0.13737788200378417,0.007516919887400573,0.0378284215927124,0.007294779585084931,2,5,5,1,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 5, 'poly_feats__grade': 1}",0.9875,0.975,0.95,0.9625,0.975,0.975,0.95,1.0,0.95,1.0,0.9725,0.01837117307087385,11,0.9888888888888889,0.9916666666666667,0.9847222222222223,0.9861111111111112,0.9902777777777778,0.9888888888888889,0.9833333333333333,0.9847222222222223,0.9875,0.9875,0.9873611111111111,0.0025192162704468215,0.9881944444444445,0.9755208333333334,0.9568965517241379,0.962265037593985,0.9771739130434781,0.9775,0.9499019607843138,1.0,0.9537247474747474,1.0,0.9741177488398439,0.017320562657800992,11,0.9889539679717059,0.9917484382197144,0.9846967296043098,0.9861179645666277,0.9905017524169571,0.9888767731709543,0.983295514927578,0.9848768449613962,0.9875224006657829,0.9875313180827886,0.9874121704587816,0.0025557894742465814,0.9875,0.975,0.95,0.9625,0.975,0.975,0.95,1.0,0.95,1.0,0.9725,0.01837117307087385,11,0.9888888888888889,0.9916666666666667,0.9847222222222223,0.9861111111111112,0.9902777777777778,0.9888888888888889,0.9833333333333333,0.9847222222222223,0.9875,0.9875,0.9873611111111111,0.0025192162704468215,0.9875455927051672,0.9749014972419227,0.9495791245791245,0.9620223671947811,0.9748328877005348,0.9751771255060728,0.9495845552297165,1.0,0.949887242826909,1.0,0.9723530392984229,0.018516565976504983,11,0.9889093709014817,0.9916606313608608,0.9847057867892248,0.9861068474521684,0.99029651079969,0.9888689274429958,0.9832894233501838,0.9847004724019696,0.9874726591559554,0.9874903656741846,0.9873500995328716,0.0025314534457962566
7,0.13638877868652344,0.0031968754447666745,0.04087264537811279,0.004468399686220802,2,5,5,2,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 5, 'poly_feats__grade': 2}",0.9875,0.975,0.9625,0.9875,1.0,0.975,0.975,1.0,0.9625,1.0,0.9825,0.013919410907075054,5,0.9888888888888889,0.9902777777777778,0.9916666666666667,0.9861111111111112,0.9861111111111112,0.9930555555555556,0.9902777777777778,0.9902777777777778,0.9916666666666667,0.9861111111111112,0.9894444444444443,0.0024216105241892543,0.9881944444444445,0.9755208333333334,0.9665178571428571,0.98828125,1.0,0.9775,0.9757352941176471,1.0,0.9630921052631578,1.0,0.983484178430144,0.013139553868865098,5,0.9888888888888889,0.9904182542078829,0.9916736819123902,0.9860750917810063,0.9863395722838179,0.9930936404916427,0.9902646009446776,0.9903460220238358,0.9917003471796041,0.9861211484361155,0.9894921248149862,0.002411057974482801,0.9875,0.975,0.9625,0.9875,1.0,0.975,0.975,1.0,0.9625,1.0,0.9825,0.013919410907075054,5,0.9888888888888889,0.9902777777777778,0.9916666666666667,0.9861111111111112,0.9861111111111112,0.9930555555555556,0.9902777777777778,0.9902777777777778,0.9916666666666667,0.9861111111111112,0.9894444444444443,0.0024216105241892543,0.9874769585253457,0.9749014972419227,0.962311320754717,0.9875879765395895,1.0,0.9751771255060728,0.9749877810361681,1.0,0.9625,1.0,0.9824942659603816,0.013945555675863593,5,0.9888888888888889,0.9902721470370099,0.9916594902654436,0.9860807639304459,0.9861124740687577,0.9930490377469152,0.990267676043538,0.9902605157273079,0.9916552833822507,0.9860885591010314,0.989433483619159,0.002424909978982834
8,0.1429769515991211,0.007870174797514774,0.04251110553741455,0.005338938150278937,2,5,5,3,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 5, 'poly_feats__grade': 3}",0.9875,0.975,0.9375,0.975,1.0,0.9875,0.975,0.9875,0.975,0.9875,0.97875,0.015860721925561913,8,0.9902777777777778,0.9930555555555556,0.9902777777777778,0.9888888888888889,0.9916666666666667,0.9958333333333333,0.9930555555555556,0.9833333333333333,0.9944444444444445,0.9888888888888889,0.9909722222222224,0.0033592740617910755,0.9879999999999999,0.9755208333333334,0.9479166666666667,0.975,1.0,0.9881578947368421,0.9757352941176471,0.9879999999999999,0.9773809523809524,0.9880434782608696,0.980375511949631,0.013256277891348993,8,0.99027831771664,0.993075117370892,0.9902647850368573,0.98886337526774,0.9917085310392644,0.9958437783325891,0.9930492205396421,0.9832998104579755,0.9944441228431272,0.9889173391404629,0.9909744397745189,0.0033701928349104,0.9875,0.975,0.9375,0.975,1.0,0.9875,0.975,0.9875,0.975,0.9875,0.97875,0.015860721925561913,8,0.9902777777777778,0.9930555555555556,0.9902777777777778,0.9888888888888889,0.9916666666666667,0.9958333333333333,0.9930555555555556,0.9833333333333333,0.9944444444444445,0.9888888888888889,0.9909722222222224,0.0033592740617910755,0.9874259381171824,0.9749014972419227,0.9367071881606766,0.975,1.0,0.987550994390617,0.9749877810361681,0.9874381570810142,0.9749671052631579,0.9875113378684807,0.9786489999159219,0.01606664586643582,8,0.9902742914702507,0.9930615348137153,0.9902678207038298,0.9888654679922892,0.9916489279665659,0.9958347297437967,0.9930488663247284,0.9832915227962225,0.9944399960983181,0.9888640674056882,0.9909597225315405,0.003371389086865141
9,0.14269070625305175,0.010782284993079864,0.04253926277160645,0.006802055143061716,2,5,10,1,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 10, 'poly_feats__grade': 1}",0.9875,0.9875,0.95,0.9875,0.9625,0.975,0.975,0.9875,0.95,1.0,0.97625,0.016250000000000025,9,0.9875,0.9875,0.9902777777777778,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.9916666666666667,0.9902777777777778,0.9902777777777778,0.9861111111111112,0.9890277777777777,0.0015774745405000704,0.9881944444444445,0.9880952380952381,0.9534722222222222,0.98828125,0.964383971291866,0.975,0.9757352941176471,0.9881249999999999,0.9512499999999999,1.0,0.9772537420171419,0.015521568090091484,10,0.9875325489974712,0.9874811374973812,0.9902772540640187,0.9890329341317365,0.9889369322152342,0.988903242354444,0.9916666666666667,0.9903802961803744,0.9902769433287394,0.9861349040766813,0.9890622859512748,0.0015787035855173543,0.9875,0.9875,0.95,0.9875,0.9625,0.975,0.975,0.9875,0.95,1.0,0.97625,0.016250000000000025,9,0.9875,0.9875,0.9902777777777778,0.9888888888888889,0.9888888888888889,0.9888888888888889,0.9916666666666667,0.9902777777777778,0.9902777777777778,0.9861111111111112,0.9890277777777777,0.0015774745405000704,0.9875455927051672,0.9874209575429088,0.9498901098901097,0.9875879765395895,0.9625271055939659,0.975,0.9749877810361681,0.987527277686852,0.9503354203935601,1.0,0.9762822221388322,0.016217405152300603,10,0.9874909794558258,0.987487096404198,0.9902736570603805,0.9889012234556788,0.9888979682124627,0.9888809170041997,0.9916666666666667,0.9903018460985624,0.9902649680615739,0.9861153300445232,0.9890280652464071,0.0015793059676762972
10,0.14144022464752198,0.007160275615934839,0.0493525505065918,0.007466548438742167,2,5,10,2,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 10, 'poly_feats__grade': 2}",1.0,0.975,0.95,0.9875,1.0,0.9875,0.975,1.0,0.9625,1.0,0.98375,0.016817030058842147,2,0.9902777777777778,0.9888888888888889,0.9902777777777778,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.9902777777777778,0.9930555555555556,0.9930555555555556,0.9916666666666667,0.9912500000000002,0.0012499999999999955,1.0,0.9755208333333334,0.9568965517241379,0.98828125,1.0,0.9881578947368421,0.9757352941176471,1.0,0.9642230576441102,1.0,0.9848814881556072,0.015224233854594562,3,0.9902786313803802,0.9888720070722564,0.9902657695180099,0.9916666666666667,0.9916753533146792,0.9916564680357529,0.9902913354891354,0.9930686169522326,0.9930575364988808,0.9916733904081465,0.9912505775336141,0.001255377209413674,1.0,0.975,0.95,0.9875,1.0,0.9875,0.975,1.0,0.9625,1.0,0.98375,0.016817030058842147,2,0.9902777777777778,0.9888888888888889,0.9902777777777778,0.9916666666666667,0.9916666666666667,0.9916666666666667,0.9902777777777778,0.9930555555555556,0.9930555555555556,0.9916666666666667,0.9912500000000002,0.0012499999999999955,1.0,0.9749014972419227,0.9495791245791245,0.9875879765395895,1.0,0.987550994390617,0.9749877810361681,1.0,0.9624988819320215,1.0,0.9837106255719442,0.016910775698406287,3,0.9902571741939769,0.9888762000475068,0.990268068198964,0.9916666666666667,0.9916602645311566,0.9916576046463367,0.9902807912807914,0.9930583465066224,0.9930527721077916,0.9916591693194189,0.9912437057499233,0.0012537696064248885
11,0.14506189823150634,0.006085033470273048,0.047920846939086915,0.0087104777788293,2,5,10,3,"{'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__n_estimators': 10, 'poly_feats__grade': 3}",0.975,0.975,0.95,0.9875,1.0,0.9875,0.9625,1.0,0.9625,1.0,0.98,0.016955824957813177,7,0.9902777777777778,0.9916666666666667,0.9902777777777778,0.9916666666666667,0.9888888888888889,0.9930555555555556,0.9944444444444445,0.9916666666666667,0.9902777777777778,0.9875,0.9909722222222224,0.0018890931262132494,0.9776315789473685,0.9755208333333334,0.9568965517241379,0.98828125,1.0,0.9881578947368421,0.9640973630831644,1.0,0.9630921052631578,1.0,0.9813677577088004,0.015539096423172957,7,0.990364159891599,0.9917484382197144,0.9902647850368573,0.9917203230996334,0.9889217685355207,0.9930503057983568,0.9944815060774369,0.991675187457396,0.9903473035433655,0.9874884455506765,0.9910062223210557,0.0018942033027352454,0.975,0.975,0.95,0.9875,1.0,0.9875,0.9625,1.0,0.9625,1.0,0.98,0.016955824957813177,7,0.9902777777777778,0.9916666666666667,0.9902777777777778,0.9916666666666667,0.9888888888888889,0.9930555555555556,0.9944444444444445,0.9916666666666667,0.9902777777777778,0.9875,0.9909722222222224,0.0018890931262132494,0.9753598528178143,0.9749014972419227,0.9495791245791245,0.9875879765395895,1.0,0.987550994390617,0.9621850079744817,1.0,0.9625,1.0,0.979966445354355,0.017062130416797956,7,0.9902873388381863,0.9916606313608608,0.9902678207038298,0.9916814051600638,0.9888668378994268,0.9930491640341397,0.99444780239153,0.9916669111996087,0.9902609759102952,0.9874732178999979,0.9909662105397941,0.0018973459414560769
